latitude,longitude
30.936078,120.525888
30.93611,120.525946
30.936475,120.526655
30.936974,120.527604
30.9375,120.528597
30.938009,120.529573
30.938341,120.530179
30.938749,120.530828
30.939189,120.53144
30.939704,120.532051
30.940648,120.533044
30.942553,120.535013
30.943057,120.535533
30.943754,120.536252
30.944253,120.536767
30.94501,120.53755
30.945406,120.537952
30.945814,120.538376
30.945954,120.538515
30.94656,120.539073
30.946866,120.539331
30.9473,120.539674
30.94774,120.540007
30.948486,120.540559
30.949242,120.541123
30.950417,120.541991
30.950996,120.542426
30.952268,120.543365
30.953292,120.544127
30.953464,120.544255
30.954413,120.544958
30.956173,120.546278
30.956849,120.546825
30.957444,120.547415
30.959381,120.549615
30.959472,120.549711
30.959504,120.549748
30.961623,120.552173
30.961832,120.552409
30.963227,120.554003
30.963458,120.554271
30.96386,120.554727
30.965856,120.557006
30.966955,120.558262
30.967658,120.559061
30.968484,120.560005
30.968828,120.560397
30.969788,120.561496
30.970196,120.561963
30.970458,120.562253
30.970491,120.562291
30.9707,120.562532
30.971285,120.563261
30.971633,120.56375
30.971783,120.563964
30.971858,120.564088
30.972223,120.564699
30.972647,120.565531
30.97277,120.565799
30.973135,120.566598
30.973543,120.567494
30.973688,120.567811
30.97475,120.570144
30.975034,120.570804
30.975485,120.571823
30.97564,120.572285
30.975758,120.572633
30.975919,120.573384
30.976037,120.574044
30.976215,120.575155
30.976359,120.576098
30.976531,120.577236
30.976713,120.5784
30.97681,120.57906
30.976923,120.5798
30.977041,120.580556
30.977067,120.580728
30.977153,120.581265
30.97726,120.581962
30.97732,120.582396
30.977502,120.583598
30.977668,120.584783
30.977775,120.585915
30.977775,120.585937
30.977813,120.586307
30.977851,120.58686
30.977856,120.587348
30.977851,120.587691
30.977808,120.588152
30.977759,120.588528
30.977716,120.58871
30.977604,120.589129
30.977518,120.589386
30.977378,120.589713
30.977309,120.58988
30.97703,120.59047
30.976831,120.590883
30.976558,120.591457
30.97563,120.593356
30.975195,120.594241
30.974911,120.594836
30.974803,120.595051
30.974551,120.595577
30.974331,120.596054
30.974133,120.596569
30.974015,120.596929
30.973918,120.597261
30.973827,120.597669
30.973768,120.598001
30.973709,120.598415
30.973666,120.59894
30.97365,120.599788
30.973645,120.600362
30.973656,120.600726
30.97365,120.601429
30.973656,120.601939
30.973656,120.602486
30.973747,120.602663
30.974466,120.602663
30.974466,120.602663
30.974471,120.602744
30.974498,120.602786
30.974546,120.602797
30.974777,120.602792
30.975093,120.602786
30.975093,120.602786
30.975115,120.603044
30.975093,120.603173
30.975083,120.603205
30.975002,120.603291
30.974954,120.603387
30.974959,120.603516
30.974997,120.603596
30.97504,120.603656
30.97512,120.603704
30.975614,120.603747
30.97651,120.60358
30.97651,120.60358
30.976719,120.60364
30.976853,120.603709
30.977003,120.603876
30.977041,120.603951
30.977041,120.603951
30.97703,120.604128
30.976955,120.604621
30.976918,120.604956
30.976918,120.604956
30.976955,120.604621
30.97703,120.604128
30.977041,120.603951
30.977041,120.603951
30.977003,120.603876
30.976853,120.603709
30.976719,120.60364
30.97651,120.60358
30.975614,120.603747
30.97512,120.603704
30.97504,120.603656
30.974997,120.603596
30.974959,120.603516
30.974954,120.603387
30.975002,120.603291
30.975083,120.603205
30.975093,120.603173
30.975115,120.603044
30.975093,120.602786
30.975056,120.602626
30.975018,120.602588
30.974986,120.602577
30.974986,120.602577
30.974911,120.602561
30.974471,120.60254
30.973752,120.602502
30.973656,120.603023
30.973661,120.604273
30.973661,120.604938
30.973661,120.605093
30.973661,120.605753
30.973661,120.606445
30.973661,120.60791
30.973661,120.608462
30.973666,120.60938
30.973666,120.610114
30.973661,120.610721
30.973661,120.610721
30.973618,120.610844
30.973591,120.611016
30.973559,120.611842
30.973538,120.612088
30.973505,120.612308
30.973436,120.612625
30.973345,120.612893
30.973269,120.613075
30.973194,120.61322
30.972862,120.613784
30.972803,120.613896
30.972706,120.614105
30.972642,120.614272
30.972572,120.61454
30.972556,120.614669
30.972545,120.614905
30.97255,120.615093
30.972577,120.615275
30.972615,120.615457
30.972679,120.615666
30.972733,120.615806
30.972856,120.616037
30.972969,120.616192
30.973065,120.616305
30.973275,120.616498
30.973484,120.616632
30.973602,120.616691
30.973715,120.616734
30.973811,120.616766
30.973988,120.616804
30.974133,120.616815
30.974294,120.616804
30.974423,120.616788
30.974691,120.616707
30.974809,120.616653
30.974932,120.616589
30.97505,120.616509
30.975201,120.616385
30.975399,120.616203
30.975576,120.616047
30.975748,120.615919
30.975941,120.615795
30.976129,120.61571
30.976263,120.615656
30.976643,120.615575
30.977046,120.615538
30.977185,120.615538
30.977625,120.61557
30.977888,120.615597
30.978103,120.615602
30.978306,120.615597
30.978483,120.61557
30.979701,120.61571
30.981112,120.615908
30.981445,120.615956
30.983269,120.616219
30.985076,120.616476
30.986155,120.616616
30.990044,120.617163
30.991085,120.617308
30.992431,120.617496
30.993279,120.617608
30.996749,120.618096
30.997688,120.618225
30.998048,120.618274
30.998997,120.618408
30.999587,120.618472
31.002248,120.618789
31.002908,120.618837
31.003417,120.618891
31.003643,120.618906
31.004517,120.618971
31.005998,120.619057
31.00765,120.619126
31.00854,120.619137
31.010633,120.619143
31.012413,120.619094
31.012655,120.619089
31.013551,120.619057
31.014404,120.619008
31.017515,120.618848
31.019087,120.618783
31.021855,120.618644
31.023046,120.618585
31.024709,120.618504
31.02539,120.618472
31.025787,120.618456
31.027353,120.618381
31.027847,120.61836
31.02833,120.618343
31.029344,120.618284
31.029435,120.618279
31.030937,120.618198
31.033721,120.618075
31.035496,120.617995
31.036376,120.617963
31.037111,120.617941
31.037261,120.617936
31.037626,120.61793
31.038018,120.617925
31.03922,120.61792
31.04063,120.617936
31.042529,120.618005
31.043371,120.618054
31.045255,120.618161
31.045818,120.61822
31.046316,120.618236
31.047363,120.618306
31.049884,120.618472
31.051252,120.618563
31.053038,120.618687
31.053451,120.618713
31.058349,120.619041
31.05895,120.619084
31.059347,120.619148
31.062201,120.619304
31.06315,120.619368
31.063831,120.619411
31.064588,120.619459
31.065768,120.61954
31.066932,120.61962
31.06801,120.619695
31.069335,120.619786
31.071315,120.61992
31.071825,120.619953
31.072956,120.620038
31.073627,120.620076
31.076078,120.620237
31.076695,120.62028
31.077575,120.620339
31.078036,120.620366
31.080322,120.620521
31.081067,120.62057
31.081899,120.620629
31.083256,120.62072
31.085085,120.620843
31.085616,120.620913
31.085986,120.620908
31.086303,120.620929
31.086705,120.620956
31.087108,120.620983
31.087446,120.62079
31.087462,120.620382
31.087472,120.619159
31.087515,120.618553
31.087585,120.617378
31.087617,120.616873
31.087617,120.616873
31.087637,120.616626
31.012943,120.618527
31.012971,120.618526
31.012971,120.618526
31.012977,120.618853
31.012977,120.618853
31.012531,120.618875
31.011266,120.618901
31.010348,120.618875
31.010338,120.618875
31.010338,120.618875
31.010257,120.618837
31.009168,120.618767
31.008948,120.618713
31.008819,120.618665
31.008707,120.618606
31.008605,120.618536
31.008503,120.618435
31.008417,120.618311
31.008385,120.618258
31.008353,120.618172
31.008342,120.618102
31.008336,120.617973
31.008353,120.617855
31.008385,120.617775
31.008422,120.617716
31.008471,120.617646
31.008524,120.617592
31.008583,120.61755
31.008653,120.617517
31.008733,120.61749
31.008889,120.617464
31.008991,120.617464
31.009179,120.61748
31.009361,120.617533
31.009474,120.617581
31.009576,120.617641
31.009705,120.617732
31.00978,120.617791
31.009865,120.617882
31.009978,120.618016
31.010123,120.618241
31.01023,120.618461
31.010321,120.618724
31.010364,120.618869
31.010413,120.619105
31.010445,120.619277
31.010488,120.619695
31.010509,120.620076
31.01052,120.620489
31.010509,120.620972
31.010488,120.621283
31.010466,120.621562
31.010429,120.621841
31.010375,120.622157
31.010327,120.622356
31.010166,120.62301
31.010101,120.623246
31.009973,120.62367
31.009892,120.623896
31.009796,120.624164
31.009581,120.624668
31.009222,120.625424
31.008723,120.626422
31.008353,120.627227
31.008047,120.627935
31.007591,120.629158
31.007468,120.629533
31.007366,120.629882
31.007215,120.630397
31.007065,120.630971
31.006899,120.631679
31.006743,120.632436
31.006561,120.633364
31.006239,120.634839
31.006218,120.63493
31.005912,120.636137
31.005526,120.637521
31.00507,120.638937
31.004603,120.640289
31.004388,120.640944
31.004249,120.641373
31.003986,120.642236
31.003745,120.643105
31.00361,120.643642
31.003535,120.643942
31.003417,120.644431
31.003278,120.645005
31.003047,120.646035
31.002994,120.646297
31.002908,120.646726
31.002806,120.647247
31.002672,120.647982
31.0025,120.648915
31.001948,120.651855
31.001867,120.652252
31.001765,120.652783
31.001325,120.655133
31.001191,120.65605
31.001025,120.657198
31.000993,120.657514
31.000944,120.657906
31.000858,120.658796
31.000751,120.65996
31.000698,120.660867
31.000698,120.660942
31.00066,120.661527
31.000639,120.662031
31.000612,120.662707
31.000606,120.663437
31.000612,120.663501
31.00058,120.665025
31.000563,120.665963
31.000558,120.66614
31.000547,120.666966
31.000537,120.667895
31.000531,120.66835
31.000531,120.668458
31.000488,120.671135
31.000451,120.673828
31.000445,120.674562
31.000451,120.675592
31.000547,120.677411
31.000676,120.678752
31.000891,120.68026
31.001003,120.680957
31.001025,120.68108
31.001406,120.682958
31.001406,120.682958
31.001722,120.684401
31.001856,120.685028
31.001964,120.685511
31.002661,120.68873
31.002827,120.689545
31.003417,120.692308
31.003852,120.694336
31.004168,120.6958
31.004533,120.69749
31.004646,120.698026
31.004887,120.699164
31.005118,120.700349
31.005177,120.700811
31.005252,120.701739
31.005263,120.702318
31.005247,120.702779
31.005177,120.703632
31.005113,120.704115
31.005032,120.704528
31.004914,120.705054
31.00463,120.705993
31.00449,120.706433
31.00434,120.706861
31.004201,120.707275
31.0039,120.708208
31.00353,120.709297
31.003417,120.709635
31.00264,120.71191
31.001974,120.7139
31.001744,120.714683
31.001642,120.715112
31.001529,120.715697
31.001438,120.716244
31.001234,120.717633
31.001213,120.717773
31.000966,120.719463
31.000944,120.719623
31.000805,120.720557
31.000719,120.721131
31.000671,120.721469
31.000617,120.721807
31.00036,120.723588
31.000172,120.725165
31.000102,120.725975
31.000027,120.727305
31.000006,120.728577
31.000027,120.730084
31.000285,120.734864
31.000306,120.735293
31.000322,120.735604
31.000456,120.738018
31.00051,120.739037
31.000515,120.739155
31.000526,120.739375
31.000542,120.739745
31.000601,120.740716
31.000698,120.742411
31.000832,120.745035
31.000875,120.745786
31.000912,120.746424
31.001062,120.749198
31.001111,120.750115
31.001218,120.7521
31.001363,120.754342
31.001433,120.755313
31.001792,120.75946
31.001996,120.761718
31.002189,120.763778
31.002387,120.76609
31.002607,120.76889
31.002725,120.771063
31.002752,120.771615
31.002811,120.773053
31.003063,120.777758
31.003117,120.778364
31.003224,120.779174
31.003364,120.779866
31.003417,120.780091
31.003605,120.780762
31.003841,120.781427
31.0047,120.783691
31.005257,120.785166
31.005611,120.78611
31.005633,120.786175
31.005697,120.78633
31.006411,120.788186
31.00648,120.788374
31.00676,120.789093
31.006813,120.789238
31.006969,120.789645
31.007408,120.790831
31.007779,120.791802
31.0078,120.791861
31.008004,120.792403
31.008739,120.794291
31.009066,120.79523
31.009366,120.796136
31.00978,120.79752
31.009956,120.798148
31.010777,120.801082
31.010863,120.801399
31.010928,120.80163
31.011298,120.802965
31.011603,120.804049
31.01206,120.805663
31.012419,120.80694
31.012542,120.80738
31.012682,120.807874
31.013932,120.812342
31.014388,120.814043
31.014404,120.814107
31.014795,120.81584
31.015026,120.817191
31.015165,120.818243
31.015283,120.819648
31.015358,120.820662
31.01538,120.821097
31.01538,120.821161
31.015385,120.821446
31.015385,120.822744
31.015364,120.823634
31.015326,120.824214
31.01531,120.824541
31.01523,120.82549
31.015074,120.826799
31.014951,120.827636
31.014806,120.828628
31.014747,120.829149
31.014688,120.829771
31.014666,120.83012
31.01464,120.830474
31.014629,120.83078
31.014629,120.831327
31.01465,120.831853
31.014661,120.83211
31.014752,120.833204
31.014913,120.834492
31.015031,120.835425
31.015343,120.83799
31.015444,120.838912
31.015525,120.839813
31.015552,120.840323
31.015611,120.841342
31.015707,120.843268
31.015729,120.843681
31.01574,120.843901
31.015777,120.844824
31.015782,120.845017
31.015809,120.845585
31.015825,120.845886
31.015879,120.846959
31.015884,120.847028
31.015997,120.849249
31.016013,120.849609
31.016201,120.853766
31.016372,120.85699
31.016619,120.861459
31.01671,120.86339
31.016759,120.864495
31.01693,120.867655
31.017107,120.871581
31.017145,120.872338
31.017381,120.876066
31.017585,120.878952
31.017596,120.879151
31.017789,120.882069
31.017998,120.885701
31.018132,120.888447
31.018368,120.892808
31.018395,120.893554
31.018438,120.894638
31.01861,120.895416
31.018722,120.895829
31.018845,120.896204
31.018996,120.89658
31.019173,120.896966
31.019602,120.897808
31.019806,120.89827
31.01994,120.898629
31.020026,120.898902
31.02009,120.899165
31.020176,120.899117
31.019993,120.898505
31.01987,120.898168
